sec_code,name,market,sector33,period_end,scope,price,dividend_ttm,dividend_yield_pct,roe_pct,equity_ratio_pct,current_ratio_pct,revenue_change_pct,operating_margin_pct,dps_yuho,dps_diff_pct,result
2148,アイティメディア,プライム（内国株式）,サービス業,2026-03-31,連結,1202.0,100.0,8.319467554076539,13.21,82.19999999999999,469.92724571068345,2.713865239979829,21.240546911788662,100.0,0.0,全条件充足
5729,日本精鉱,スタンダード（内国株式）,非鉄金属,2026-03-31,連結,1550.0,100.0,6.451612903225806,30.8,62.5,249.06931467667675,139.01701745154247,14.87957394309796,400.0,-75.0,全条件充足
6307,サンセイ,スタンダード（内国株式）,機械,2026-03-31,連結,466.0,30.0,6.437768240343347,15.4,71.7,294.3996189484659,56.85420147248497,14.835368718240845,30.0,0.0,全条件充足
1384,ホクリヨウ,スタンダード（内国株式）,水産・農林業,2026-03-31,個別,2020.0,130.0,6.435643564356436,24.4,74.9,218.4187850064627,50.445992577641775,21.486995282814732,130.0,0.0,全条件充足
7595,アルゴグラフィックス,プライム（内国株式）,情報・通信業,2026-03-31,連結,1292.0,80.0,6.191950464396285,36.2,60.3,233.8642292929287,54.85746006806704,15.02288293607339,80.0,0.0,全条件充足
9744,メイテックグループホールディングス,プライム（内国株式）,サービス業,2026-03-31,連結,3233.0,196.0,6.062480668110115,30.86,54.3,296.7731421121252,28.510360276274028,14.45535493804744,196.0,0.0,全条件充足
2124,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,2025-12-31,連結,913.0,55.0,6.024096385542169,41.5,72.3,320.49288192367504,85.45388701110575,25.348781704962136,36.0,52.77777777777777,全条件充足
8613,丸三証券,プライム（内国株式）,証券、商品先物取引業,2026-03-31,個別,1204.0,70.0,5.813953488372093,10.13,57.98,207.7046189302519,16.36314943760042,24.74108170310702,70.0,0.0,全条件充足
6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,サービス業,2026-03-31,連結,968.0,56.0,5.785123966942149,10.8,88.1,532.1293313879248,103.44787680533267,21.886726725108858,56.0,0.0,全条件充足
6535,アイモバイル,プライム（内国株式）,サービス業,2025-07-31,連結,479.0,27.0,5.6367432150313155,18.7,59.3,218.42925219941347,85.71428571428572,19.198253437383872,26.0,3.8461538461538547,全条件充足
8624,いちよし証券,プライム（内国株式）,証券、商品先物取引業,2026-03-31,連結,1591.0,89.0,5.593966059082338,15.0,56.2,203.83256205300802,25.460670716145174,25.06204483502177,89.0,0.0,全条件充足
4767,テー・オー・ダブリュー,スタンダード（内国株式）,サービス業,2025-06-30,連結,339.0,18.3,5.398230088495575,11.8,69.5,315.84855865259465,45.64801445566078,12.10671739717835,15.0,21.999999999999996,全条件充足
5015,ビーピー・カストロール,スタンダード（内国株式）,石油・石炭製品,2025-12-31,個別,1009.0,54.0,5.351833498513379,10.5,77.60000000000001,425.2356533102473,32.44415532777851,10.630904512196592,46.0,17.391304347826097,全条件充足
3640,電算,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,2638.0,140.0,5.307050796057619,30.9,63.3,215.5632142951172,61.715433459241844,22.497601944084973,140.0,0.0,全条件充足
